id,theme,sous_theme,categorie,question,Choix_A,Choix_B,Choix_C,bonne_reponse,justification
1955,8,8.1,C,"1955 - Sauf mention spécifique contraire, dans le cadre de son activité de gestion pour compte de tiers, une société de gestion a une obligation :",De résultats,De performance positive,De moyens,C,COMOFI livre II RG AMF Livre IV
1956,8,8.1,C,1956 - Le commissaire aux comptes d'une société de gestion de portefeuille,Est obligatoirement choisi sur une liste tenue par les services de l'AMF,A les mêmes obligations vis-à-vis de la société de gestion qu'un commissaire aux comptes d'OPCVM vis-à-vis des OPCVM,Est choisi sur la liste des Commissaires aux Comptes tenue par la Compagnie nationale des Commissaires aux Comptes,C,Instruction N°2008-03 du 8 février 2008 du RGAMF - Code de Commerce art. L. 822-1-1
1957,8,8.1,C,"1957 - Le middle-office d'une société de gestion de portefeuille doit, entre autres, assurer la fonction de :",Suivi des positions des portefeuilles des OPC,Gestion financière,Administration du passif,A,RG AMF Livre III Titre I ter
1958,8,8.2.1,C,1958 - Les OPC doivent respecter les règles de répartition des actifs (ratios) :,En permanence,Uniquement aux dates d'arrêté des comptes,Uniquement le 1er jour de leur période de commercialisation,A,COMOFI livre II
1959,8,8.2.1,C,1959 - Les OPCVM doivent respecter un certain nombre d'obligations dont l'obligation d'honorer les souscriptions-rachats de parts ou actions demandés par les investisseurs. Cette dernière obligation peut-elle être suspendue provisoirement ?,En aucun cas,Uniquement quand des circonstances exceptionnelles l'exigent,"Parfois quand des circonstances exceptionnelles l'exigent et si l'intérêt des investisseurs le commande, dans des conditions fixées par les statuts.",C,CMF art. L. 214-7-4 et L. 214-8-7 - RGAMF art. 411-20
1960,8,8.2.1,C,1960 - Un mandat de gestion doit :,Indiquer la stratégie d'investissement sans présenter obligatoirement la répartition recherchée par classe d'actifs,Mentionner la répartition recherchée par classe d'actifs et l'existence d'un plancher ou d'un plafond pour certaines catégories d'actifs (le minimum ou le maximum investi),Uniquement indiquer la répartition recherchée par classe d'actifs,B,Note AMF du 27 janvier 2016
1961,8,8.2.1,C,1961 - Les souscriptions et les rachats de parts d'OPC :,N'ont aucune influence sur le nombre de parts (de l'OPC) qui par définition reste constant,Peuvent avoir lieu à tout moment sauf cas spécifiques,N'ont aucune influence sur la gestion financière,B,COMOFI livre II RG AMF Livre IV
1962,8,8.2.2,C,1962 - Quelle la bonne définition de l'actif sans risque ?,Un titre dont la maturité est d'au moins 20 ans,Un titre dont les revenus sont liés à la croissance du PIB,Un titre dont les revenus sont certains et dont l'écart-type ou amplitude des variations = 0,C,"RG AMF Livre IV
Règlement Benchmark 2016/1011"
1963,8,8.2.2,C,1963 - La performance absolue d'un fonds sert à :,Mesurer sa performance sans relation avec un autre fonds ou un benchmark,Mesurer sa performance par rapport au taux sans risque,Mesure sa performance par rapport à un indice,A,"Les défis de la gestion alternative, Banque de France, revue de la stabilité financière"
1964,8,8.2.2,C,"1964 - Concernant la gestion benchmarkée, laquelle de ces affirmations est juste ?",La performance de l'OPC s'analyse par rapport à l'indice de référence indiqué dans son DICI,La performance de l'OPC ne repose que sur les anticipations de l'investisseur,Les risques de pertes de l'OPC ne sont liés qu'aux variations de son capital,A,"RG AMF Livre IV
Règlement Benchmark 2016/1011"
1965,8,8.2.2,C,1965 - Un portefeuille investi en actions européennes doit être comparé à un indice de référence pour mesurer sa performance.,L'Euro Stoxx peut être cet indice de référence,Le S&P 500 peut être cet indice de référence,Le FTSE peut être cet indice de référence,A,Vernimen
1966,8,8.2.2,C,1966 - Dans quel cas un investissement dans un actif est-il considéré comme risqué ?,Un titre dont le coefficient de corrélation avec un actif sans risque =0,Un titre dont les revenus sont liés à la croissance du PIB,Un titre dont la volatilité est élevée,C,"RG AMF Livre IV
Règlement Benchmark 2016/1011"
1967,8,8.2.2,C,"1967 - Dans la liste ci-dessous, quel est un des objectifs du règlement européen Benchmark ?",Créer un indice de valeurs éthiques,Eviter le risque de manipulation des indices de référence,Etablir une liste exhaustive des indices utilisables par les gérants d'OPC,B,"RG AMF Livre IV
Règlement Benchmark 2016/1011"
1968,8,8.2.2,C,1968 - La volatilité d'un fonds est une mesure :,Qui ne tient pas compte de tous les risques encourus par un investisseur,Qui tient compte de tous les risques encourus par un investisseur,Qui tient compte de tous les risques encourus par un investisseur à l'exception du risque de liquidité,A,"Note AMF ""Investir en fonds et Sicav : comprendre le profil de risque"" publiée le 13 mars 2015"
1969,8,8.4,C,1969 - Quelle est l'une des principales règles imposées par la règlementation européenne aux OPC ?,Une méthodologie unique de valorisation des instruments financiers complexes,Une obligation de fonds propres minimum,La répartition des risques au sein des portefeuilles,C,COMOFI Livre II chapitre IV
1970,8,8.4,C,1970 - La Directive OPCVM 5,Oblige le dépositaire à suivre les liquidités des OPCVM,Décharge le dépositaire de sa responsabilité en cas de perte d'un instrument financier conservé,Permet la réutilisation des actifs dont le dépositaire assure la conservation pour compte propre,A,Directive 2014/91/UE du 23 juillet 2014
1971,8,8.4,C,"1971 - Sont intégralement soumises à la directive AIFM, les sociétés de gestion qui gèrent des FIA dont les actifs dépassent un seuil de :",500 millions d'euros au total,600 millions d'euros au total,700 millions d'euros au total,A,"Document AMF : ""Guide AIFM Société de gestion"" , Avril 2013"
1972,8,8.4,C,1972 - La directive AIFM règlemente principalement :,Les OPCVM,Les SGP qui gèrent des OPCVM,Les SGP qui gèrent des FIA,C,"RG AMF livre III
Directive AIFM"
1973,8,8.4,C,1973 - Dans le cadre des liens entre la société de gestion et le dépositaire,Personne ne peut être à la fois membre de l'organe de direction de la société de gestion et membre de l'organe de direction du dépositaire,Un salarié du dépositaire peut être membre de l'organe de direction de la société de gestion,Un salarié de la société de gestion peut être membre de l'organe de direction du dépositaire,A,Directive 2014/91/UE du 23 juillet 2016 art. 21
1974,8,8.4,C,1974 - Quelle directive s'applique à l'ensemble des fonds alternatifs ?,UCITS,AIFM,CRD IV,B,"RG AMF livre IV
Directive AIFM"
1976,8,8.5,C,1976 - Que peut-on dire des fonds ouverts à des investisseurs non professionnels ?,Ils comportent obligatoirement des compartiments,Ils sont toujours multi-parts,Ils sont obligatoirement agréés par l'AMF (Autorité des Marchés Financiers),C,COMOFI Livre II Chapitre IV
1977,8,8.5,C,1977 - Un OPCVM nourricier est un OPCVM dont :,L'actif est investi dans un OPC à plusieurs compartiments,"L'actif est investi en totalité et en permanence en parts ou actions d'un seul OPCVM dit maître, en instruments financiers à terme et, à titre accessoire, en liquidités.",L'actif est investi en totalité et en permanence en parts de fonds de fonds,B,CMF art. L. 214-22 et RGAMF art. 411-97
1978,8,8.5,C,"1978 - Un fonds professionnel à vocation générale (ex OPCVM ARIA), par ses statuts et/ou règlement, fixe :",Un seuil au-delà duquel le plafonnement des rachats peut être décidé pour une même date de centralisation,Le report au gré du gérant des ordres de rachat des actions,Le montant du rachat prévu,A,Guide des mesures apportées aux placements collectifs AMF 12 juillet 2013 et Position AMF 2013-22 du 28 novembre 2013
1979,8,8.5,C,1979 - Les sommes investies dans un PERCO sont disponibles :,Après une période de blocage de 5 ans,Lors du départ à la retraite,Après un délai fixé par le règlement du fonds d'épargne salariale,B,Loi Fillon 21/08/2003
1980,8,8.5,C,1980 - Les organismes de titrisation :,Sont soumis aux ratios d'investissement réglementaires des OPC,Ne sont pas soumis aux ratios d'investissement réglementaires,Répliquent toujours un indice,B,COMOFI Livre II Chapitre IV
1981,8,8.5,C,1981 - Les sommes investies dans les SEF (Sociétés d'Epargne Forestière) bénéficient d'une réduction d'impôts immédiate :,Après un engagement de l'investisseur sur durée de placement de 8 ans,Lors du départ à la retraite de l'investisseur,Après un délai fixé par le règlement de la SEF,A,Article 199 decies H du code général des impôts (CGI)
1982,8,8.5,C,1982 - Les fonds communs de placement à risque (FCPR) sont :,Ouverts à tous les investisseurs,Réservés aux investisseurs professionnels,Réservés aux investisseurs non professionnels,A,"Note AMF ""OPCVM & fonds d'investissement"""
1983,8,8.5,C,1983 - Les fonds d'investissement spécialisés doivent faire l'objet :,D'une autorisation préalable auprès de l'Autorité des Marchés Financiers,D'une déclaration auprès de l'Autorité des Marchés Financiers,D'un agrément auprès de l'Autorité du Contrôle Prudentiel,B,Site internet amf-france.org - CMF Art. 214-154
1984,8,8.5,C,1984 - Les fonds communs de placement d'entreprise (FCPE) sont :,Des Fonds Communs de Placement (FCP),Des OPCVM,Des Fonds commun d'Investissement Alternatifs (FIA),C,"Note AMF ""OPCVM & fonds d'investissement"""
1985,8,8.5,C,1985 - Les fonds professionnels de capital-investissement :,Sont réservés à des investisseurs qualifiés,Sont réservés à des investisseurs non avertis,Sont spécialement créés pour des porteurs non européens,A,COMOFI Livre II Chapitre IV
1986,8,8.5,C,"1986 - Pour un fonds nourricier, laquelle de ces propositions est juste ?",Un fonds nourricier est investi à 85 % en actions cotées sur un marché règlementé,"L'actif est investi en totalité et en permanence en parts ou actions d'un seul OPCVM, dit ""maître"" , à titre accessoire en dépôts détenus dans la limite des besoins de la gestion des flux",La valeur liquidative du fonds nourricier est strictement égale à la valeur liquidative du fonds maître,B,"RGAMF art. 422-105, 422-115-II et 422-120-5 - AFG OPCVM IV Structures maîtres nourriciers d'OPCVM coordonnés Septembre 2010"
1987,8,8.5,C,"1987 - Quelle caractéristique a, entre autres, un OPC à plusieurs catégories de parts ?",Des compartiments de gestion différenciés suivant les catégories d'investisseurs,Des valeurs liquidatives différentes suivant les catégories d'investisseurs,Des catégories de parts cotées en continu sur Euronext,B,"COMOFI Livre II Chapitre IV
RG AMF Livre IV"
1988,8,8.6,C,1988 - Que peut-on dire concernant la gestion action ?,Elle présente le risque de marché le plus élevé,Elle offre un horizon de placement à court terme,Elle est investie principalement en devises,A,"RG AMF Livre IV
COMOFI Livre II Chapitre IV"
1989,8,8.6,C,1989 - Comment se définit la gestion diversifiée ?,"C'est un mix entre actions, obligations et autres produits financiers",C'est une gestion investie dans des produits non financiers,C'est systématiquement une gestion à compartiments,A,"RG AMF Livre IV
COMOFI Livre II Chapitre IV"
1990,8,8.7,C,"1990 - Pour un OPC, quelle forme peut prendre une stratégie d'investissement socialement responsable (ISR) ?",La prise de participations dans des sociétés innovantes,L'exclusion de secteurs comme l'armement,L'investissement dans des fonds d'épargne salariale,B,"Décret N°2016-10 du 08/01/2016
Arrêté du 08/01/2016 et ses 2 annexes"
1991,8,8.7,C,1991 - Quelle est la démarche d'un gérant d'OPC pratiquant un engagement actionnarial ?,L'exercice actif des droits de vote en assemblées générales,"L'investissement dans des ""obligations vertes""",L'exclusion des entreprises d'armement,A,"RG AMF - Livre III 
Titre1 er ter"
1992,8,8.7,C,1992 - L'investissement socialement responsable :,Intègre des critères extra financiers,Suit obligatoirement la loi islamique,N'exige aucune démarche éthique des entreprises,A,"Décret N°2016-10 du 08/01/2016
Arrêté du 08/01/2016 et ses 2 annexes"
1993,8,8.7,C,1993 - Les fonds thématiques sont :,Réservés aux investisseurs institutionnels,Réservés aux investisseurs particuliers,Ouverts aux investisseurs institutionnels et aux investisseurs particuliers,C,Note AMF Comprendre l'investissement socialement responsable (ISR) du 17 octobre 2018
1994,8,8.7,C,1994 - L'épargne de partage permet :,De faire un don de tout ou partie de son placement financier,D'investir dans des fonds de développement durable,De financer des activités qui ne seraient pas immédiatement rentables,A,"Fiche pédagogique AMF du 17/10/2018
Label FINANSOL"
1995,8,8.7,C,1995 - Les entreprises proposant un PERCO à leurs collaborateurs ont l'obligation de créer un FCPE (Fonds commun de placement d'entreprise) :,Labellisé par le forum de l'investissement responsable,S'engageant à un dialogue avec les entreprises dans lesquelles il investit pour la mise en œuvre d'une politique durable,"Solidaire, investi pour au plus 10 % dans des entreprises non cotées à forte utilité sociale et sans but lucratif",C,"Ordonnance 23 mars 2006
Loi PACTE"
1996,8,8.7,C,1996 - Un OPC ayant obtenu le label ISR est inscrit sur la liste officielle :,Du Trésor,Du ministère des finances,De l'AMF,B,"Décret N°2016-10 du 08/01/2016
Arrêté du 08/01/2016 et ses 2 annexes"
1997,8,8.7,C,"1997 - Les données environnementales, sociales et sociétales d'une société française sont-elles vérifiées par :",Un commissaire aux comptes,L'AMF,Un organisme tiers indépendant,C,"Décret N°2016-10 du 08/01/2016
Arrêté du 08/01/2016 et ses 2 annexes"
1998,8,8.7,C,1998 - L'engagement actionnarial,"Désigne le fait, pour un investisseur, de prendre position sur des enjeux ESG (Environnement, Social, Gouvernance) et d'influencer les entreprises visées afin qu'elles améliorent leurs pratiques dans la durée.",Désigne le fait pour une entreprise d'agir par tout moyen et de manière raisonnable pour informer de manière transparente ses actionnaires,Consiste à suivre pas à pas l'évolution des pratiques de gouvernance au sein de l'entreprise,A,Novethic lexique
1999,8,8.2.1,C,1999 - Un mandat de gestion implique-t-il une obligation de résultat ?,OUI,NON,"Uniquement si le client est en catégorie ""non professionnel""",B,"Voir le site :
https://www.amf-france.org/Epargne-Info-Service/Comprendre-les-produits-financiers/Supports-d-investissement/Mandat-de-gestion"
2000,8,8.2.2,C,"2000 - Quel est l'objectif du règlement (UE) 2016/1011, dit ""règlement Benchmark"" ?","Encadrer, au sein de l'Union européenne, la fourniture et l'utilisation d'indices de référence","Définir, au sein de l'Union européenne, les méthodes de calcul des indices de référence","Interdire, au sein de l'Union européenne, l'utilisation de certains indices de référence",A,"Voir le dossier :
Règlement ""Benchmark"" de l'AMF"
2001,8,8.2.2,C,2001 - Que mesure la volatilité ?,Elle mesure l'amplitude des volumes négociés d'un instrument financier,Elle mesure l'amplitude des écarts entre les économies européennes,Elle mesure l'amplitude des variations de la valeur d'un instrument financier,C,"Voir le site :
https://www.amf-france.org/Epargne-Info-Service/Savoir-bien-investir/Cadrer-son-projet/Risques-et-rendements-des-placements/Volatilite-ce-qu-il-faut-savoir"
2002,8,8.5,C,2002 - Quelle est l'institution qui régule les fonds d'épargne salariale ?,La Banque de France,L'AMF,L'ACPR,B,"voir le site :
https://www.amf-france.org/Acteurs-et-produits/Produits-et-SICAV/FIA/Epargne-salariale"
2003,8,8.5,C,2003 - le prospectus d'un OPCVM peut-il prévoir différentes catégories de parts ou d'actions ?,OUI,Uniquement si l'OPCVM est soumis à la directive FIA,NON,A,RG AMF Article 411-22
2004,8,8.5,C,2004 - qu'est-ce qu'un groupement forestier d'investissement?,Une société civile cotée gérant des forêts,"Une société civile par actions, non cotée, gérant des forêts",Une société civile en parts sociales gérant des forêts,C,"Voir le site : 
https://www.amf-france.org/Acteurs-et-produits/Produits-et-SICAV/FIA/Immobilier-et-forets#title_paragraph_3"
2005,8,8.6,C,2005 - A qui s'adresse la gestion alternative ?,Aux investisseurs pouvant placer un maximum de 50K€,Aux investisseurs ayant une bonne connaissance des instruments financiers,Uniquement aux contreparties eligibles,B,"Voir le site :
https://www.lafinancepourtous.com/decryptages/marches-financiers/acteurs-de-la-finance/societes-de-gestion/"
2006,8,8.7,C,2006 - que signifie le sigle ESG ?,"Il définit les critères Environnementaux, Sociaux et de Gouvernance pour les ISR",Il définit les critères Environnementaux Sélectifs Généraux pour les FIA,Il définit les critères des Etablissements Spécialisés dans la Gestion des ISR,A,"Voir le site :
https://www.novethic.fr/lexique/detail/isr.html"
2007,8,8.7,C,2007 - les critères de notation extra financières concernent-ils tout type d'entreprises ?,"NON
seules les entreprises de développement durable sont concernées","OUI
puisque ces critères comportent notamment des éléments de gouvernance et de RH","OUI
puisque ces critères comportent notamment des éléments de mesure des performances du personnel",B,"Voir le site :
https://www.lafinancepourtous.com/decryptages/marches-financiers/acteurs-de-la-finance/agences-de-notation/notation-extra-financiere/"
2008,8,8.7,C,2008 - qu'est-ce que label Finansol ?,Il définit les entreprises agricoles les plus inovantes,Il vise à distinguer les produits d'épargne solidaire les plus performants,Il vise à distinguer les produits d'épargne solidaire des autres produits d'épargne,C,"Voir le site :
https://www.finansol.org/pourquoi-un-label/"
2009,8,8.2.1,C,2009 - Quel est le pourcentage maximum de titres de créances d'un même émetteur que peut détenir un OPCVM ?,10 % des titres de créance d'un même émetteur,5 % des titres de créance d'un même émetteur,25 % des titres de créance d'un même émetteur,A,Art R214-26 II-2°du CMF
2010,8,8.7,C,2010 - Le label Greenfin garantit aux investisseurs que :,Les produits financiers labélisés contribuent effectivement au financement de la transition énergétique et écologique,Les produits financiers labélisés ont reçu le feu vert pour commercialisation dans la zone euro,Les produits financiers labélisés sont investis uniquement en parts de domaines forestiers,A,https://www.ecologique-solidaire.gouv.fr/label-greenfin
2011,8,8.7,C,2011 - Le label Greenfin peut être attribué :,Uniquement aux fonds investis en actions,Uniquement aux fonds français,A une large palette de fonds français et originaires de pays tiers,C,https://www.ecologique-solidaire.gouv.fr/label-greenfin
2012,8,8.7,C,2012 - Le label finansol permet de diriger l'épargne vers :,Les projets solidaires notamment liés à l'accès à l'emploi et au logement,Le secteur de la musique en particulier les musiques urbaines,Le secteur des énergies solaires en France,A,https://www.finansol.org/pourquoi-un-label/
2013,8,8.4,C,2013 - Le cadre législatif et réglementaire qui régit les produits de placements collectifs est :,Exclusivement issu de la règlementation nationale,Exclusivement issu de la règlementation européenne,issu de la règlementation nationale et européenne,C,RG AMF article 411.1
2014,8,8.2.2,C,2014 - Qu'est-ce qu'un indice de référence (Benchmark) pour un OPC ?,Une technique  qui consiste à étudier et analyser les techniques de gestion des autres SGP,"Une technique de prise de décision des gérants, basée sur l'analyse technique",Une référence qui sert d'objectif à atteindre et avec laquelle seront comparées les performances obtenues,C,Règlement Benchmark (UE) 2016/1011 article 3 (définitions) §1-3
2015,8,8.5,C,2015 - Les Fonds d'Investissement Alternatifs (FIA) :,Sont une catégorie d'OPCVM,Ne sont pas des OPCVM,Sont des OCP réservés exclusivement aux professionnels,B,"OPCVM & fonds d'investissement Présentation - La régulation des placements collectifs, Publication AMF du 11 juillet 2019 (https://www.amf-france.org/Acteurs-et-produits/Produits-et-SICAV/Presentation)."
2016,8,8.7,C,2016 - Quel est l'objectif du plan d'action européen pour la finance durable ?,Créer des benchmaks bioclimatiques,Financer les émetteurs européens d'obligations vertes,Donner un nouveau cadre financier à l'Europe pour une économie plus verte,C,"Plan d'action pour la finance durable de la Commission Européenne 8/03/2018
https://ec.europa.eu/

RÈGLEMENT DU PARLEMENT EUROPÉEN ET DU CONSEIL sur l'établissement d'un cadre pour favoriser les investissements durables, page 1
https://ec.europa.eu/transparency/regdoc/rep/1/2018/FR/COM-2018-353-F1-FR-MAIN-PART-1.PDF"
2017,8,8.2.2,C,2017 - Qu'est-ce que la volatilité ?,Une mesure de la surperformance d'un portefeuille par rapport à sa performance théorique,Une mesure du risque de liquidité,Une mesure des amplitudes des variations du cours d'un titre,C,"Etude AMF Rendements et risques des placements financiers publiée le 19 octobre 2018,
Etude AMF du 09/09/2016 
Volatilité des placements : ce qu'il faut savoir"
2018,8,8.4,C,2018 - Un fonds qui n 'est pas un OPCVM mais dont le gérant ne remplit pas les critères pour pouvoir faire agréer ou enregistrer l 'OPC comme Fonds d 'Investissement Alternatif est :,Strictement interdit,Considéré comme un Fonds commun de placement à risque (FCPR),"Classé dans une troisième catégorie ""autres placements collectifs""",C,Article L214-191 du CMF
2019,8,8.4,C,2019 - La directive AIFM permet à un gérant de fonds d 'investissement alternatifs (FIA) de commercialiser ses FIA au sein de l 'Espace Economique Européen :,Auprès de tous les investisseurs,Auprès de tous les investisseurs dans la catégorie des clients professionnels,Auprès des investisseurs de la zone euro uniquement,B,"Procédure de commercialisation de FIA dans un Etat membre de l'Union européenne autre que la France
Article L214-24-2 du CMF"
2020,8,8.5,C,2020 - Un Fonds de placement Immobilier est un Organisme de Placement Collectif en immobilier qui doit être investi en immobilier à hauteur minimum :,De 60%,De 45% en immobilier locatif ou de 60% en immobilier tertiaire,De 80% mais avec la possibilité de démembrer la nue-propriété de l 'usufruit,A,"Article L214-36 du CMF 
Article L214-37 du CMF"
2021,8,8.7,C,2021 - Une obligation verte se distingue d 'une obligation classique :,Par l 'utilisation des fonds levés par l 'émetteur au bénéfice de projets d 'investissement favorables à la transition énergétique et écologique,"Par l 'identité des émetteurs qui sont des entreprises, organisations ou associations dont l 'objet principal est d 'agir en faveur de la transition énergétique et écologique",Par le fait qu 'elles sont émises par un organisme de titrisation dans le cadre d 'un refinancement de crédit réalisés aux particuliers pour des travaux de rénovation énergétique,A,"Le décret du 10 décembre 2015
L'arrêté du 10 mars 2016
L'arrêté du 4 octobre 2018 
L'arrêté du 5 octobre 2017 
Le référentiel du label transition énergétique et écologique pour le climat - Avril 2019"
2022,8,8.7,C,"2022 - Parmi les labels suivants, lequel vise à distinguer les produits d 'épargne solidaire qui contribuent au financement d 'activités génératrices d 'utilité sociale et/ou environnementale par le biais de critères de solidarité et de transparence ?",Label Finansol,Label Greenfin,Label CIES,A,"Le décret du 10 décembre 2015
L'arrêté du 10 mars 2016
L'arrêté du 4 octobre 2018 
L'arrêté du 5 octobre 2017 
Le référentiel du label transition énergétique et écologique pour le climat - Avril 2019"
2023,8,8.7,C,"2023 - Parmi les labels suivants, lequel est un label créé par le ministère de la Transition écologique qui garantit l 'orientation des investissements vers le financement de la Transition énergétique et écologique ?",Label Finansol,Label Greenfin,Label ISR,B,"Le décret du 10 décembre 2015
L'arrêté du 10 mars 2016
L'arrêté du 4 octobre 2018 
L'arrêté du 5 octobre 2017 
Le référentiel du label transition énergétique et écologique pour le climat - Avril 2019"
2024,8,8.7,C,"2024 - Parmi les labels suivants, lequel est un label soutenu par le Ministère des Finances et qui garantit le respect par les fonds accessibles aux clients non-professionnels du respect de critères ESG ?",Label Finansol,Label Greenfin,Label ISR,C,"Le décret du 10 décembre 2015
L'arrêté du 10 mars 2016
L'arrêté du 4 octobre 2018 
L'arrêté du 5 octobre 2017 
Le référentiel du label transition énergétique et écologique pour le climat - Avril 2019"
2025,8,8.1,C,2025 - Quel acteur du métier de la gestion pour compte de tiers certifie l 'exactitude et la régularité des comptes annuels de l 'Organisme de Placement Collectif en Valeurs Mobilières ?,Le Commissaire Aux Comptes (CAC),Le valorisateur,Le dépositaire,A,Article 411-36 RG AMF
2026,8,8.5,C,"2026 - Parmi les Organismes de Placement Collectif (OPC) suivants, lesquels sont investis intégralement en titres d 'un autre OPC, appelé OPC maître ?",Les OPC diversifiés,Les OPC nourriciers,Les OPC à compartiment,B,https://www.amf-france.org/En-plus/Lexique/OPCVM-maitre---nourricier
2027,8,8.6,C,"2027 - Parmi les gestions suivantes, laquelle consiste à investir dans plusieurs fonds gérés par plusieurs sociétés de gestion différentes ?",La multigestion,La gestion alternative,La gestion diversifiée,A,https://www.afg.asso.fr/herve-pierre-taze-bernard-eric-la-multigestion-une-methode-de-gestion-dactifs-editions-economica-collection-finance-septembre-2010/
2028,8,8.5,C,2028 - Un Organisme de Placement Collectif (OPC) qui reverse à ses actionnaires ou porteurs de parts les rémunérations qu 'il perçoit des instruments financiers dans lesquels il est investi est appelé un OPC :,De distribution,De capitalisation,De rétribution,A,https://www.amf-france.org/En-plus/Lexique/OPC-de-distribution
2029,8,8.2.1,C,2029 - Si un investisseur qui a des parts dans un Organisme de Placement Collectif en Valeurs Mobilières (OPCVM) souhaite racheter ses parts :,Il a la garantie de pouvoir récupérer ses fonds car l 'OPCVM a une obligation d 'honorer les rachats sauf dans des conditions exceptionnelles et doit disposer de liquidités à cette fin,Doit attendre que l 'OPCVM vende des titres et dispose alors des liquidités nécessaires pour pouvoir lui racheter ses parts,Doit attendre qu 'un investisseur souscrive à l 'OPCVM pour que ce dernier puisse lui revendre ses parts,A,"Articles L. 214-7-4 et L. 214-8-7 du CMF
Article 411-20 RG AMF
Article R214-9 du CMF"
2030,8,8.2.1,C,"2030 - Une gestion est dite ""passive"" si l 'objectif du gérant consiste :",A répliquer un indice de référence comme le CAC 40 pour les actions ou l 'Euribor 3 mois pour les taux,A sélectionner les actions qui résisteront le mieux aux variations de marchés,A investir en obligations qu 'il détiendra jusqu 'à maturité,A,"Vernimmen ""le risque en finance"" , p.408, Edition 2020"
2031,8,8.2.2,C,2031 - L 'attribution de performance de fonds sur une période donnée consiste à :,"Expliquer la performance de fonds sur une période donnée grâce aux comportement des marchés, le solde de performance inexpliquée étant attribué au talent des gérants",Faire un classement des fonds pour déterminer les fonds les plus performants à la fin de la période en prenant en compte le niveau de risque des investissements,Faire un classement des fonds en fonction de la valeur maximale qu 'ils ont atteint au cours d 'une période de temps donnée,A,"https://www.morningstar.fr/fr/news/93968/Lattribution-de-performance.aspx

https://www.agefi.fr/asset-management/actualites/hebdo/20160706/l-attribution-performance-outil-pilotage-192955"
2032,8,8.7,C,"2032 - Dans le cadre de l 'investissement socialement responsable, quel fonds parmi les suivants correspond à un fonds d 'exclusion ?",Un fonds qui sélectionne les entreprises aux meilleures pratiques en matière de développement durable,"Un fonds qui n 'investit pas dans certains secteurs jugés risqués en matière environnementale ou sociale (OGM, nucléaire, armement, jeu, tabac…)","Un fonds qui investit dans des secteurs liés au développement durable tels que les énergies renouvelables, l 'eau, la santé, ou plus généralement le changement climatique",B,https://www.economie.gouv.fr/facileco/linvestissement-socialement-responsable
2033,8,8.2.2,C,2033 - Le ratio d 'information est une mesure de qualité de performance d 'un fonds qui prend en compte la volatilité de la performance du portefeuille par rapport à son indice de référence. C 'est une mesure très utilisée pour mesurer la qualité de gestion dans le cadre d 'une :,Gestion benchmarkée,Gestion alternative,Gestion action,A,"www.clubampere.org/glossaire/ratio-dinformation/

https://www.morningstar.fr/fr/news/188687/comprendre-le-ratio-dinformation.aspx"
2034,8,8.2.2,C,2034 - Comparer des fonds avec des objectifs de gestion similaires en fonction de leur performance de l 'année précédente est-il suffisant pour réaliser une sélection ?,"Non, parce que la performance d 'un fonds peut varier d 'une année sur l 'autre","Oui, car ce qui importe c 'est la dernière performance connue et non les plus anciennes",Non car seule la performance depuis la création du fonds a de l 'importance,A,"https://www.lafinancepourtous.com/pratique/placements/produits-de-gestion-collective-opc/trois-criteres-pour-choisir-une-sicav-ou-un-fcp-les-performances-les-frais-et-la-volatilite/

https://www.amf-france.org/Epargne-Info-Service/Savoir-bien-investir/Cadrer-son-projet/Risques-et-rendements-des-placements/Les-performances-passees-ne-prejugent-pas-des-performances-futures"
2035,8,8.4,C,2035 - Un Prestataire de Services d 'Investissement qui réalise le service de gestion sous mandat :,Dispose d 'une procédure qui lui permet de garantir la capacité de liquider des positions dans un portefeuille individuel dans le respect des obligations résultant du mandat de gestion,Dispose d 'une procédure de gestion de crise de liquidité qui lui permet de liquider les positions d 'un portefeuille individuel dans des conditions normales de marché en moins de 14 jours ouvrés,N 'a pas d 'exigence réglementaire pour disposer de procédure de gestion de la liquidité des positions car il ne s 'agit pas de gestion d 'OPC mais de portefeuilles individuels,A,Article 312-48 RG AMF
2036,8,8.5,C,2036 - Parmi les affirmations suivantes laquelle est vraie ?,Investir dans une Société d 'Epargne Forestière peut procurer des avantages fiscaux pour son détenteur mais présente une liquidité réduite car il n 'y a pas d 'obligation de rachat,"Une Société d 'Epargne Forestière est un organisme de placement collectif investi dans des coopératives ou entreprises spécialisées en sylviculture, le rendement est souvent élevé mais les risques aussi",Des actions ou parts de Sociétés d 'Epargne Forestière ne sont pas des instruments financiers mais des biens divers et sont donc réservés aux clients professionnels,A,"Article 199 decies H CGI
Article L214-93 CMF"
2037,8,8.5,C,2037 - Les Fonds d 'Investissement de Proximité (FIP) :,Doivent investir au moins 70% de leur montant dans des PME situées dans une zone géographique définie par la société de gestion.,Doivent investir au moins 60% de leur montant dans des entreprises de toutes tailles mais dont le siège est localisé dans une seule région donnée,"Doivent investir au moins 50% de leur montant dans des entreprises, des associations ou des fondations à vocation sociale délivrant des services de proximité et d 'aide à la personne",A,"Article L214-31 CMF
Article R214-65 CMF"
